Unnamed: 0,review,rating,topic,topic_probability,topic_label,rating_number_only,sentiment
132,spice chicken nugget sauce first time thick lot thought burger,3 stars,3,0.61731005,"Food quality issues (cold/old fries, burgers, nuggets)",3,neutral
133,mess drink fry old halfway large condiment,1 star,3,0.56947756,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
134,sell hashbrown menu mad first place rush morning window pic extra much hashbrown lol deal pay extra give hashbrown tax jump video people fast food worker card call manager smart sandwich phone sandwich hashbrown good sir use bad decision,1 star,3,0.4405112,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
135,clean renovation quality food mcdonald staff friendly new atmosphere thru,5 stars,1,0.44921577,"Fast and quick service, clean place, friendly staff",5,positive
136,hour drive start breakfast egg mcmuffin,3 stars,4,0.8804944,"Long wait times, slow drive-thru",3,neutral
137,bad reengineer quarter pounder great extra fat mix take fortune sad great fry bag soggy tip incher distrust,1 star,3,0.6765102,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
138,night crew order wrong sleep dinner day crew,1 star,4,0.731325,"Long wait times, slow drive-thru",1,negative
139,edit lot especial area north part parmer fair comparison goddamn waterfall good work star old power outlet table broken covered caution tape understaffed owner place penny family mcdonald bad name,4 stars,0,0.27167448,"Bad service, wrong orders, rude staff",4,positive
140,good place,5 stars,2,0.720933,"Overall good price, quality, service",5,positive
141,good food money fast food people fast food burger fry everytime speak,4 stars,1,0.4055537,"Fast and quick service, clean place, friendly staff",4,positive
142,southwest saldad crispy home chicken salad answer phone,1 star,3,0.69271517,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
143,meh mcdonald pay place clean employee pay bad review meh mcdonald fivestar resort massage mcdonald day alcohol visit mcdonald convenience bad review,3 stars,0,0.625726,"Bad service, wrong orders, rude staff",3,neutral
144,breakfast day breakfast thing edible place,1 star,3,0.5029158,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
145,service mcdonald fast service great awesome food kid remodeling right day ready work community community,5 stars,2,0.35741806,"Overall good price, quality, service",5,positive
146,nearby choice mcdonald other close distance last order fry yucky rest rubbery inedible,4 stars,3,0.36051902,"Food quality issues (cold/old fries, burgers, nuggets)",4,positive
147,terrible drive way service order wrong sandwich large coffee people,1 star,0,0.37077376,"Bad service, wrong orders, rude staff",1,negative
148,wrong burger time row morning sheer unnecessaryness mcdonald annoyingmultiple burger wrong time,1 star,4,0.3919229,"Long wait times, slow drive-thru",1,negative
149,positive experience order professional friendly last visit,5 stars,1,0.34486932,"Fast and quick service, clean place, friendly staff",5,positive
150,thru breakfast egg mcmuffin meal thing menu wrong sausage biscuit horrible line long time location,1 star,4,0.6112927,"Long wait times, slow drive-thru",1,negative
151,food fresh tasty fabulous great service,5 stars,1,0.5345494,"Fast and quick service, clean place, friendly staff",5,positive
152,uber eat sauce piece large fry cold sauce existent food mediocre block maybei least tome speak manager voice mail least time bad mcdonald,1 star,4,0.43220586,"Long wait times, slow drive-thru",1,negative
153,terrible mcdonald worker food mother long drive minute bad mouthed manager i angry unacceptable,1 star,0,0.6441222,"Bad service, wrong orders, rude staff",1,negative
154,miss order food hot fresh lack accuracy focus speed service,3 stars,2,0.5564342,"Overall good price, quality, service",3,neutral
155,store last night manager visible drive thru window mask unsafe,1 star,4,0.6728784,"Long wait times, slow drive-thru",1,negative
156,food minute line home nugget old fryer second time half meal,1 star,4,0.50789475,"Long wait times, slow drive-thru",1,negative
157,time food item order incorrect employee terrible attitude,1 star,0,0.4349887,"Bad service, wrong orders, rude staff",1,negative
158,worry time fact idea,2 stars,3,0.36329287,"Food quality issues (cold/old fries, burgers, nuggets)",2,negative
159,friendly staff clean time order correct management convenient quick,4 stars,1,0.49529585,"Fast and quick service, clean place, friendly staff",4,positive
160,mess order redo mess order order cause food posiening order food mom,1 star,0,0.5879214,"Bad service, wrong orders, rude staff",1,negative
161,clean friendly mcdonald friendly fast food restaurant location,5 stars,1,0.9068222,"Fast and quick service, clean place, friendly staff",5,positive
162,order thing routine mine year egg cheese large fry large sweet tea time meat mcgriddle good,5 stars,3,0.40415555,"Food quality issues (cold/old fries, burgers, nuggets)",5,positive
163,day breakfast senoir coffee discountmust mcmuffin hot great serviceclean appitet,5 stars,1,0.39629224,"Fast and quick service, clean place, friendly staff",5,positive
164,time good fry warm order wrong minute hot fry order,3 stars,0,0.4691232,"Bad service, wrong orders, rude staff",3,neutral
165,good food drivethur less min,5 stars,0,0.51720506,"Bad service, wrong orders, rude staff",5,positive
166,order right home burger wrong call hour half,3 stars,0,0.4193379,"Bad service, wrong orders, rude staff",3,neutral
167,different occasion time least minute food,1 star,4,0.8800498,"Long wait times, slow drive-thru",1,negative
168,location mess order order manager rude,1 star,0,0.8805992,"Bad service, wrong orders, rude staff",1,negative
169,staff great fat,1 star,1,0.5416628,"Fast and quick service, clean place, friendly staff",1,negative
170,ice cream available apple pie cherry piesi cherry useless,1 star,2,0.4523047,"Overall good price, quality, service",1,negative
171,mcdonald member mall peace,4 stars,2,0.52564055,"Overall good price, quality, service",4,positive
172,girl weekday morning shift ptovide fast thru service world order accurate dozen vehicle time,5 stars,0,0.581014,"Bad service, wrong orders, rude staff",5,positive
173,everytime mcdonald order wrong time french top special request point cannt customer,1 star,0,0.6023807,"Bad service, wrong orders, rude staff",1,negative
174,bad customer service mcd small stack napkin,1 star,0,0.7118493,"Bad service, wrong orders, rude staff",1,negative
175,service good med water chargei ask big small charge pay choice,4 stars,0,0.45057496,"Bad service, wrong orders, rude staff",4,positive
176,big deal guy window drive sauce bag double location,2 stars,4,0.53325635,"Long wait times, slow drive-thru",2,negative
177,awesome food superior customer service nope place decent sausage biscuit,2 stars,1,0.5237912,"Fast and quick service, clean place, friendly staff",2,negative
178,stellar mcds quarter pounder cheese fry delicious hot good,5 stars,3,0.41900268,"Food quality issues (cold/old fries, burgers, nuggets)",5,positive
